7856ed5e073102e5adb6739c5a69a2a3;Quierschied_Ummeldung
function;rufe den Betrieb auf;rufe@@@VVFIN|||den@@@ART|||Betrieb@@@NN|||auf@@@PTKVZ;{VVFIN}{ART}{NN}{PTKVZ}
function;definiere den Grund der Ummeldung;definiere@@@VVFIN|||den@@@ART|||Grund@@@NN|||der@@@ART|||Ummeldung@@@NN;{VVFIN}{ART}{NN}{ART}{NN}
function;erfasse die Ummeldung;erfasse@@@VVFIN|||die@@@ART|||Ummeldung@@@NN;{VVFIN}{ART}{NN}
function;schicke die Bestätigung dem Kunden zu;schicke@@@VVFIN|||die@@@ART|||Best@@@NE|||tigung@@@VVFIN|||dem@@@ART|||Kunden@@@NN|||zu@@@PTKVZ;{VVFIN}{ART}{NE}{VVFIN}{ART}{NN}{PTKVZ}
function;unterscheide Weg der Ummeldung;unterscheide@@@ADJA|||Weg@@@NN|||der@@@ART|||Ummeldung@@@NN;{ADJA}{NN}{ART}{NN}
function;gebe die Bestätigung dem Kunden ab;gebe@@@VVFIN|||die@@@ART|||Best@@@NE|||tigung@@@VVFIN|||dem@@@ART|||Kunden@@@NN|||ab@@@PTKVZ;{VVFIN}{ART}{NE}{VVFIN}{ART}{NN}{PTKVZ}
function;schicke notwendige Unterlagen und  Ummeldungs- formular;schicke@@@ADJA|||notwendige@@@ADJA|||Unterlagen@@@NN|||und@@@KON|||Ummeldungs@@@NN|||-@@@$[|||formular@@@ADJD;{ADJA}{ADJA}{NN}{KON}{NN}{$[}{ADJD}
function;händige den Gebührenzettel aus;h@@@FM|||ndige@@@FM|||den@@@ART|||Geb@@@NN|||hrenzettel@@@ADJD|||aus@@@PTKVZ;{FM}{FM}{ART}{NN}{ADJD}{PTKVZ}
function;schicke Kostenbescheid dem Kunden zu;schicke@@@ADJA|||Kostenbescheid@@@NN|||dem@@@ART|||Kunden@@@NN|||zu@@@PTKVZ;{ADJA}{NN}{ART}{NN}{PTKVZ}
function;bezahle die Gebühr an der Kasse;bezahle@@@VVFIN|||die@@@ART|||Geb@@@NN|||hr@@@PROAV|||an@@@APPR|||der@@@ART|||Kasse@@@NN;{VVFIN}{ART}{NN}{PROAV}{APPR}{ART}{NN}
function;drucke die Ummeldung aus;drucke@@@VVFIN|||die@@@ART|||Ummeldung@@@NN|||aus@@@PTKVZ;{VVFIN}{ART}{NN}{PTKVZ}
function;unterschreibe die Ummeldung;unterschreibe@@@ADJD|||die@@@ART|||Ummeldung@@@NN;{ADJD}{ART}{NN}
function;gebe die Bestätigung ab;gebe@@@VVFIN|||die@@@ART|||Best@@@NE|||tigung@@@VVFIN|||ab@@@PTKVZ;{VVFIN}{ART}{NE}{VVFIN}{PTKVZ}
