f7109f19e60f5be7ce83c2619d76098f;Losheim_Anmeldung
function;wende sich an den Partner;wende@@@VVFIN|||sich@@@PRF|||an@@@APPR|||den@@@ART|||Partner@@@NN;{VVFIN}{PRF}{APPR}{ART}{NN}
function;unterschreibe den Vordruck;unterschreibe@@@APPR|||den@@@ART|||Vordruck@@@NN;{APPR}{ART}{NN}
function;unterscheide Art der Betriebsstätte;unterscheide@@@ADJA|||Art@@@NN|||der@@@ART|||Betriebsstätte@@@NN;{ADJA}{NN}{ART}{NN}
function;unterschreibe die Vordrucke;unterschreibe@@@ADJD|||die@@@ART|||Vordrucke@@@NN;{ADJD}{ART}{NN}
function;erfasse die Gewerbeanmeldung;erfasse@@@VVFIN|||die@@@ART|||Gewerbeanmeldung@@@NN;{VVFIN}{ART}{NN}
function;prüfe die Unterlagennotwendigkeit;prüfe@@@VVFIN|||die@@@ART|||Unterlagennotwendigkeit@@@NN;{VVFIN}{ART}{NN}
function;leite das Untersagungsverfahren an;leite@@@VVFIN|||das@@@ART|||Untersagungsverfahren@@@NN|||an@@@PTKVZ;{VVFIN}{ART}{NN}{PTKVZ}
function;schicke die Bestätigung dem Kunden zu;schicke@@@VVFIN|||die@@@ART|||Bestätigung@@@NN|||dem@@@ART|||Kunden@@@NN|||zu@@@PTKVZ;{VVFIN}{ART}{NN}{ART}{NN}{PTKVZ}
function;bezahle die Gebühr an der Kasse;bezahle@@@VVFIN|||die@@@ART|||Gebühr@@@NN|||an@@@APPR|||der@@@ART|||Kasse@@@NN;{VVFIN}{ART}{NN}{APPR}{ART}{NN}
function;schicke den Vordruck per Post zu;schicke@@@VVFIN|||den@@@ART|||Vordruck@@@NN|||per@@@APPR|||Post@@@NN|||zu@@@PTKVZ;{VVFIN}{ART}{NN}{APPR}{NN}{PTKVZ}
function;erfasse die Daten;erfasse@@@VVFIN|||die@@@ART|||Daten@@@NN;{VVFIN}{ART}{NN}
function;schicke Kostenbescheid dem Kunden zu;schicke@@@ADJA|||Kostenbescheid@@@NN|||dem@@@ART|||Kunden@@@NN|||zu@@@PTKVZ;{ADJA}{NN}{ART}{NN}{PTKVZ}
function;gebe ein Exemplar dem Kunden;gebe@@@VVFIN|||ein@@@ART|||Exemplar@@@NN|||dem@@@ART|||Kunden@@@NN;{VVFIN}{ART}{NN}{ART}{NN}
function;drucke den Vordruck online aus;drucke@@@APPR|||den@@@ART|||Vordruck@@@NN|||online@@@VVFIN|||aus@@@PTKVZ;{APPR}{ART}{NN}{VVFIN}{PTKVZ}
function;drucke zwei Vordrucke aus;drucke@@@ADJA|||zwei@@@CARD|||Vordrucke@@@NN|||aus@@@PTKVZ;{ADJA}{CARD}{NN}{PTKVZ}
function;unterscheide Weg der Anmeldung;unterscheide@@@ADJA|||Weg@@@NN|||der@@@ART|||Anmeldung@@@NN;{ADJA}{NN}{ART}{NN}
function;fordere den Ausweis an;fordere@@@VVFIN|||den@@@ART|||Ausweis@@@NN|||an@@@PTKVZ;{VVFIN}{ART}{NN}{PTKVZ}
function;nach bestimmter Zeit prüfe die Vollständigkeit der Unterlagen;nach@@@APPR|||bestimmter@@@ADJA|||Zeit@@@NN|||prüfe@@@VVFIN|||die@@@ART|||Vollständigkeit@@@NN|||der@@@ART|||Unterlagen@@@NN;{APPR}{ADJA}{NN}{VVFIN}{ART}{NN}{ART}{NN}
function;schicke den Vordruck an die Behörde;schicke@@@VVFIN|||den@@@ART|||Vordruck@@@NN|||an@@@APPR|||die@@@ART|||Behörde@@@NN;{VVFIN}{ART}{NN}{APPR}{ART}{NN}
function;teile die Meldungen mit;teile@@@VVFIN|||die@@@ART|||Meldungen@@@NN|||mit@@@APPR;{VVFIN}{ART}{NN}{APPR}
function;besorge den Vordruck;besorge@@@VVFIN|||den@@@ART|||Vordruck@@@NN;{VVFIN}{ART}{NN}
function;schicke die Anmeldung an die zuständigen Behörden zu;schicke@@@VVFIN|||die@@@ART|||Anmeldung@@@NN|||an@@@APPR|||die@@@ART|||zuständigen@@@ADJA|||Behörden@@@NN|||zu@@@PTKVZ;{VVFIN}{ART}{NN}{APPR}{ART}{ADJA}{NN}{PTKVZ}
function;fülle den Vordruck aus;fülle@@@VVFIN|||den@@@ART|||Vordruck@@@NN|||aus@@@PTKVZ;{VVFIN}{ART}{NN}{PTKVZ}
function;frage Art der Tätigkeit an;frage@@@ADJA|||Art@@@NN|||der@@@ART|||Tätigkeit@@@NN|||an@@@PTKVZ;{ADJA}{NN}{ART}{NN}{PTKVZ}
